class,vec0,vec1,vec2,vec3,vec4,vec5,vec6,vec7,vec8,vec9,vec10,vec11,vec12,vec13,vec14,vec15,vec16,vec17,vec18,vec19,vec20,vec21,vec22,vec23,vec24,vec25,vec26,vec27,vec28,vec29,vec30,vec31,vec32,vec33,vec34,vec35,vec36,vec37,vec38,vec39,vec40,vec41,vec42,vec43,vec44,vec45,vec46,vec47,vec48,vec49
business,1.0716965,-1.6820779,0.13432626,0.35069695,0.64002484,-1.1048374,-0.7187664,0.7603407,0.22487682,0.5577279,-1.5179478,-0.22231601,-0.47692218,1.2497613,-1.1851184,0.57575095,0.5848694,-0.068076186,0.73099375,-2.359488,-2.141649,0.048590746,-1.4020206,1.6235389,-0.07842658,-0.7787382,0.017906692,-1.0294491,2.1218922,-0.423588,-0.9626776,1.3310776,0.24330254,1.478183,3.140302,2.2023695,-0.35542884,-1.5537523,1.3916095,0.6933491,1.2286662,-0.7026081,0.47891274,1.973942,0.3808978,-0.36083782,-1.3555222,-0.9754952,-1.138183,1.1492363
business,0.4632039,-0.61403424,0.063556425,-0.78621626,0.69018084,-0.82680774,0.62884945,0.5759523,2.0085795,-1.9287895,-1.8133669,-0.04544,0.24264194,-1.3071984,-1.9539405,-0.6348562,1.2169577,-0.0053245346,0.21799466,1.4643095,0.5089157,-0.40368107,0.5680358,2.3017235,-0.87026477,0.13124286,-2.0586705,0.33331797,0.09793853,1.2184005,-0.019490173,-0.81167376,2.296257,-0.3342463,2.4244752,-0.22930714,0.2593726,0.3300455,3.4008663,1.7961614,0.37192103,0.09335272,0.5314319,-0.9317055,2.6793106,0.89345795,-1.1539881,-1.8019793,-1.5384382,-0.217616
business,0.020537823,0.35539457,0.10269865,-1.1003535,0.20239799,1.6888708,-1.5661964,1.3010981,-0.47114655,-1.5724192,-1.454426,-0.29985654,-0.2893604,-0.20673963,-2.308773,-0.6947224,-1.7412195,1.9590644,0.6922765,-1.3811677,-2.2803214,0.4775222,-1.1640364,3.064523,0.9011584,-2.1661596,-1.9517516,-0.7226068,-0.70011693,1.3692527,0.21824963,0.22324273,1.1421363,-2.81148,1.7851568,1.0025624,0.65446043,-2.8588307,2.6637454,0.08190478,-0.113250695,-0.16930927,1.0388615,0.60973066,0.49397793,-1.209474,-1.4612696,-0.5286709,-2.9075212,-1.2985263
business,1.1549596,0.057239752,0.96227634,1.8637339,3.070501,-0.6795144,0.06349076,1.7215382,0.8933375,0.030264592,-1.5474974,-1.5363239,0.44933167,1.7197814,1.6885242,1.6665121,0.29100063,-0.8636816,-0.6142235,0.2646344,-0.6070229,-1.1156726,-1.2882704,0.33550233,0.83811164,-1.1637417,0.19743961,-0.7728058,-0.8844386,2.08041,-0.80476975,2.071419,2.668496,0.88545555,-0.07361439,-0.18466665,-1.2113689,-3.5461967,3.2344682,0.95423204,1.8594407,0.46039394,0.3704419,0.8119829,-0.4986958,0.035501502,-1.1900982,2.0802383,-2.641075,0.6980574
business,3.475132,3.9760408,-1.7350488,3.984589,1.5696658,-1.2556721,1.6454153,2.4048803,1.4217098,-2.5780504,3.6748722,-0.8925085,1.9664912,0.5296515,-3.256753,0.59422535,0.59150153,2.769637,-0.21607366,-1.5431408,-0.28036457,1.4242197,1.3898244,2.2247407,0.38536754,-2.9549272,-2.8596838,1.5753691,1.7893418,2.7710357,-1.1391268,-0.27444473,-0.31000564,-3.8123739,-0.3312607,-3.4674516,-1.7633684,-3.7293162,0.875705,1.4015188,-2.2549028,0.14830677,1.0823693,2.00681,1.4022827,-0.39638877,-4.1312623,0.3158109,-1.4201132,-1.6212173
business,-0.17916663,-0.06731099,0.6114219,-0.6003666,-1.7212273,0.6429798,0.16986427,-0.30735308,3.6156523,-0.0053774337,-1.4099526,-0.85398716,-0.09720294,-0.35427946,-1.6922874,-1.5024043,1.1147567,0.72121245,0.20179145,0.6233314,0.94690764,1.3876519,1.6277063,2.3162863,1.0465201,-1.6448492,-2.5330372,-0.0046395645,0.2321254,-0.6082429,-0.8761117,-0.505246,0.541644,-1.2372026,0.5217337,-0.92203254,0.3740706,-0.24550588,0.6101817,0.8302241,-1.3373275,-1.626779,1.7475396,2.0752141,1.1404012,0.83402765,-0.43042654,-2.3688874,-1.9944792,1.0040375
business,-0.094695166,-1.3630576,-1.1023546,-0.96809876,0.75117034,1.0275282,0.5993432,0.65816176,0.93639773,-0.49018252,-1.1044393,-1.0039672,-2.1635215,0.021516055,-1.7972032,0.2676047,0.18626446,1.4811612,-0.18587135,-1.4758729,-1.6883632,-1.6117277,-1.6862421,2.3981717,1.2050496,-2.0035293,0.6089781,0.96555185,-0.35140535,1.3666344,0.6175201,0.32581675,1.3122611,-0.21205403,0.4442303,0.19796892,-0.27029517,-2.7557287,1.4258134,1.6932812,-0.50308174,-0.3109047,1.4134215,0.7079427,0.25741947,0.60959136,-1.9413683,-0.9933996,-1.8963575,0.06486398
business,0.38777196,-0.45229027,-1.290041,-0.5153284,0.22065966,0.344912,-1.5513979,1.610211,2.3944876,0.7753563,-0.6753585,-0.56749964,-1.4354677,-1.0964125,-2.0086842,-1.2269424,0.477286,-0.9239638,-1.2003615,0.48386508,0.40753704,2.0986183,1.0207841,1.8551319,-0.23583697,-1.5043241,-2.4585075,-1.4240584,-1.3084124,0.03868195,-0.6945165,-0.66710705,0.6676037,-0.58457047,0.86597955,1.1044605,0.81564945,0.9438958,1.5335206,0.6571635,-0.6033703,-1.5233728,-0.11884739,0.44075838,-0.2604964,0.6239345,-0.7305094,-1.5284376,-1.8156108,-1.0521896
business,0.052091304,1.9168603,-0.08041277,-0.3878403,0.9436001,0.08457201,0.19047996,0.37789297,1.1850486,-0.48531175,-1.5630457,0.07758373,-0.8845664,-0.7986096,-1.3635327,1.0105377,-1.0771288,-0.9175545,-1.5529163,1.8979263,-0.93130815,2.7866158,0.47891837,1.6838652,-0.9233913,-1.8725009,-2.7606688,-1.4326286,1.2347862,2.3142111,0.42259604,-0.2001796,1.7311872,0.62612003,-0.855123,-0.42581996,0.1271331,-0.45821103,1.2118428,1.4971058,-0.37995896,-0.22607332,1.3467494,0.26692206,-0.9840544,1.057762,0.16747874,-1.7828027,-2.8877869,0.97010535
business,1.4987618,-0.847148,0.63159394,0.35738394,-0.20277295,-0.6084563,0.5971301,-2.5244386,5.2319493,1.2236949,1.284414,-2.2932656,-2.5330758,3.104674,-0.47372627,1.1666499,1.7954289,0.6255434,2.6501093,1.3629098,1.0316952,3.6263454,-0.08063157,1.9634068,-4.1965976,-0.24190566,-1.8985279,-0.11087213,0.39839408,-0.065471284,-1.1998618,1.7272563,1.0408963,0.017013801,1.6337047,-2.9773912,2.8096142,-2.9115179,2.9303422,-1.867665,-0.28038272,2.3838165,2.9798424,2.8663096,-3.207557,1.457216,-1.3367445,-1.0649863,-1.5190905,2.541032
business,-0.5965065,0.5578162,0.7302684,0.4369886,1.840362,0.34254673,-0.08130564,0.83523446,-0.68504554,1.5420473,-0.8246792,-2.7311234,-0.30778503,2.1061766,0.347051,1.7074636,1.1674128,-0.31994724,0.55071473,-2.2993922,-2.694443,2.0266802,-1.315001,3.1129773,0.9370969,-1.7957798,-1.8864105,-1.0522922,0.6905989,0.495812,-0.20689623,0.68794143,-0.4708553,0.025754143,0.6491671,2.8291311,-1.1477015,-1.5882634,2.943382,2.2465725,-0.82047206,-1.7742997,3.210113,-0.35650128,1.2350652,1.7947723,-1.6141701,-0.40302303,-1.0733273,0.7834329
business,-1.2962118,0.9733888,-0.1456675,-0.54048455,-1.2945324,0.6629394,-2.3561506,-0.9020018,4.5701966,-0.83561915,-1.6124079,-1.6692253,-0.21466132,1.1494081,-0.6293155,-0.5068381,-0.21286222,-0.93710375,-0.03718897,1.1163447,0.46378195,2.3131804,0.12323343,0.34286785,-0.4723337,-2.1040227,-0.5908328,0.98647684,0.27577856,0.23181531,-1.4340659,1.0307169,0.27583554,-0.8924838,1.7984126,-2.1870542,-0.22095972,-2.4863915,1.7531818,3.5927634,-0.550591,0.6481622,0.23804668,2.2586267,1.8057884,-0.63776106,-0.434378,-2.0705984,-1.8281089,0.8285553
business,1.6282681,1.0360333,-1.4214395,-0.07630557,-1.8233777,-0.6785488,-0.12895465,-0.44527057,2.1867511,-0.23193395,-0.631701,-1.7864811,0.2902185,1.2492714,-0.5828613,-1.4595124,1.0469213,-0.74494994,-0.8442472,-0.76052654,0.028817518,1.4243855,-0.027341016,1.0882934,-1.3464632,-1.336251,-2.9546335,-0.95368665,-0.23203142,-0.93807775,-0.4380615,0.043762557,-1.0953782,-0.43883976,2.8395038,-1.1241643,-0.02066243,-0.3839574,0.85691565,0.6836041,0.92632955,1.523991,1.0704377,-0.13109933,2.283995,-0.23572215,-1.2863411,-1.2760072,-1.2469397,1.6649715
business,-0.5556028,-2.5984783,-0.28762695,-0.2951097,-0.31362104,-0.16949788,-0.7309663,0.40655848,4.377481,-0.710989,-1.6329775,-1.035113,-1.7901932,-0.1564919,-1.601672,-1.4402212,-1.110322,1.756607,0.55659163,-0.87754846,-0.78546494,-0.05097732,2.4140022,2.0628066,0.35427538,-3.9671745,-1.292046,-0.3726345,0.38140085,0.16383971,-0.6745482,0.3578254,0.5431771,-1.2487087,1.9849522,-2.102186,-0.59846157,0.96675515,1.0028152,1.2017564,0.029721597,-1.0838007,0.8409605,2.3907003,2.3740287,0.79227954,-2.438701,-0.018543353,-2.058964,-0.6949511
business,1.0542734,-4.2295566,-0.449676,0.91433287,2.3904326,1.865638,1.5315821,-0.1446843,0.30594966,-1.8917832,-1.8596387,1.1466326,-2.296196,-0.8679651,-2.6184945,-1.1932867,0.01372568,1.3148235,-2.2997303,0.013809741,2.603524,-0.41673297,1.0557034,2.5410795,2.5865574,-2.6675577,1.1113268,1.557531,0.1667256,0.91199964,-0.5394512,-0.7023966,-1.1545154,0.6486934,0.06907924,0.36643422,-1.4046646,-2.4392314,0.8053015,2.2512047,-3.117193,-1.1285135,1.4933203,1.3604515,0.85834056,-0.46402067,-0.6957079,-0.4807766,-2.4226792,-0.72519267
business,0.08673412,0.04147354,-2.406094,3.1967087,-2.6226292,-0.5995449,0.25207528,0.6888953,-0.4241281,-1.9350171,-2.6541226,-3.069687,-0.20244856,-0.7596146,-2.3929327,-0.969534,-0.3175551,-1.1784451,1.3911128,0.12854981,-1.3838764,0.85359764,0.5656888,2.6868734,1.049477,-1.5320196,1.0483538,0.76797366,-0.3933521,0.0554811,-1.0440184,-0.9893354,-0.18972087,-2.4127972,1.550042,0.13672508,0.33349204,-1.4846541,3.9171119,-1.5094382,0.1559049,-1.1579069,0.73258847,1.516008,1.6016471,-0.9098384,-2.49783,1.0881307,-2.9851913,-0.8935971
business,-0.14975953,-0.19714528,-1.2797662,0.09506662,0.27420577,1.5672945,-1.3793145,1.5769373,-0.08012062,0.8937685,-2.2686825,1.4811171,-1.9686626,0.08362965,-0.31517226,-0.17030974,-0.50422955,-0.8217803,-1.3883041,-1.1041787,-1.5391371,0.25148568,-0.2684011,1.5452315,0.37180924,-2.8533692,-1.4798472,0.07144761,-0.66272855,1.6984047,1.1198261,-0.13474193,1.4380853,-1.0187849,-0.6342702,-0.633266,-0.5648114,-2.6353817,2.079481,1.2468368,-1.0005367,-2.7686872,3.1415007,0.5982621,0.29788843,-0.045127407,-1.8417507,-0.70923,-3.2591126,-0.24415301
business,1.5727593,-0.5748086,-0.3974127,0.48598906,-0.32554263,0.23736447,-0.14906247,-0.8197814,3.6939743,-1.1611685,-1.3484575,-2.061791,-0.3397168,0.44520965,-1.8575557,-1.2826881,0.7453648,-1.0128807,-1.2282511,-1.1639576,-0.35560378,0.91116726,0.2678767,2.0121684,-0.2717604,-2.455375,-1.9042287,-0.33161023,-2.205784,-0.24334775,-0.34408298,1.5444111,1.4262875,-2.251703,0.43954518,-0.37425163,0.59862113,0.3890879,1.8627338,1.7118282,-0.27002788,-0.11033615,2.347119,1.0113477,1.597331,-0.22872305,-0.6962403,-2.3515387,-1.7814673,-0.6060996
business,-0.7451616,-2.916061,0.42069417,1.9818748,0.32184008,2.1337514,1.5463386,0.78480405,0.15479954,-2.4000056,-1.2203115,-1.6317364,-0.38064516,-3.510123,-1.5626659,0.59828365,-0.059414443,-0.15377255,-2.6171486,-0.6253206,0.5658942,1.0443718,-0.6978602,2.1621463,0.08247934,-2.6423547,-1.7656822,2.4914672,0.7275625,1.8367419,0.27549937,-1.7427917,0.33812118,-0.13293225,-0.6765471,-1.503524,-0.44045952,-2.6034284,0.77991086,2.8671165,-1.9431444,-2.2555876,2.3366158,2.7814999,1.3818611,-0.5792919,-0.42544818,-1.0758761,-1.353415,-1.1917398
business,1.6583722,-0.9636768,-0.15270948,-0.74866027,-3.1863227,-0.3034394,-0.884843,-1.1652418,2.4367669,-1.0440469,-3.1159048,1.0543149,-0.025367824,-1.1444076,-1.7130815,-3.0810308,0.29473665,-1.623756,-0.7407979,-1.0338943,-2.405554,0.6810826,1.2743565,1.8775135,-0.98881817,-2.3890984,-2.6548574,0.107762784,0.50720406,-0.9932619,0.02056389,0.16782731,-1.3088465,-2.133908,2.4656794,-1.1682454,-0.7641596,1.5506213,1.7742093,2.234113,0.4875661,-1.6384245,0.32542047,1.7995062,1.2929356,2.34559,-0.27783775,-1.6335615,-4.4978833,1.3935654
business,0.62199885,1.0943012,1.7753522,0.2855858,-1.6092948,0.5848103,-1.1120095,-0.19866444,1.9024701,-0.43050134,-1.4964978,-1.3563702,-1.3529671,1.9458264,-1.0234215,-0.06538277,-0.61557966,0.42175877,-2.529059,-2.7348785,-1.1780888,0.9932724,0.08694772,4.2296863,-1.6459216,-4.2415338,-2.4057684,-1.170582,-2.8236985,0.49346614,-0.0017172372,1.5270195,2.6866431,-1.7382022,0.36560687,-0.4249324,1.1208512,-2.1506896,0.111048974,-0.06726174,1.504565,-2.2716856,-0.71123385,0.3339858,-0.28287414,-0.04498449,0.16441458,-1.9071194,-1.368553,0.8323572
business,-0.5018751,0.52061176,-0.66174614,-1.839653,0.8648425,-0.048784085,0.85970783,0.5475164,1.260023,-0.37047347,-1.2193164,0.11015116,-3.0258737,-0.9721377,-0.63759303,0.3345846,-0.029162051,0.8737227,-1.7200062,0.633215,-2.1464667,1.039918,-0.137857,4.2360344,0.36111158,-3.7544038,-0.39433032,0.064211816,-1.1018869,-0.5008527,1.086482,-1.076975,0.487111,-1.8727566,-0.3178595,1.3996855,-0.4612781,-4.673132,2.440849,2.6657465,0.29112712,-0.514208,-0.4588323,-0.5178669,-1.1669686,0.15864429,-0.5759424,-0.8919167,-3.1741657,-1.017219
business,-0.037836827,-1.5811507,-2.199211,-0.46296883,-0.6120198,-0.77729994,-0.49111193,-0.15122192,1.0507313,-0.6640724,-1.6930425,-0.58535916,0.72233886,-1.1577863,-1.4143524,-1.0739589,0.16775045,-0.92818946,-1.4864525,2.2438364,0.51264775,1.7343795,1.4391702,1.8566552,-0.95697474,-0.62254405,-1.4055785,0.7545083,0.23571792,2.0872405,0.643056,-1.3070949,1.7879301,0.8283881,0.8148751,-0.24739286,-0.3140473,-2.022843,2.7905583,0.19203876,-0.3332845,-1.189012,1.0544709,0.9635605,1.5447685,0.5729687,-0.17721207,-1.7862271,-2.3787353,1.729184
business,1.7599515,2.4610116,-0.31232128,-0.10522124,1.5235907,0.6781306,-0.31723636,0.17772222,0.3124748,-0.76646996,-2.3266447,-0.4349326,-1.6219329,0.120749295,0.010891933,0.07724155,0.09905527,1.955306,-0.5214955,0.42990938,-0.44875288,-0.2698935,-0.81460965,1.5928029,0.28708678,-4.1176043,-1.542057,-1.2056227,0.7976677,0.64387673,-1.1672169,0.9903605,1.4355775,-0.051687613,1.1168104,-0.31934944,-1.9777881,-2.8905041,0.9725057,1.2471561,0.8303859,0.60960066,-0.25406334,1.0049233,0.848403,-1.0952512,-0.40072265,-1.4157006,-3.32365,-1.564508
business,-0.63873535,0.09632579,-0.10585271,0.567376,-1.3367145,-0.5951142,-0.713512,0.599292,-0.3944159,-0.3149574,-2.2629335,-0.758295,0.20634976,0.6256731,-1.0381725,0.4496556,-0.26439533,0.53930897,-0.7634484,-1.915248,-2.0192535,0.4145895,0.19297214,0.92127365,-0.34427375,-1.936772,-0.7541931,-1.949677,1.5023484,0.45160583,1.1738061,0.1832738,1.2664909,0.8111194,0.7096321,0.8009536,-2.115313,-1.3550088,0.7035924,0.9634605,0.08308042,-0.32189444,1.1436898,0.80059004,-0.25045452,-0.16601212,-0.44848144,-0.4599771,-3.1220071,-0.22787754
business,1.2973627,-0.7112977,-0.4538163,2.12649,1.4035132,1.0504981,0.70498127,-0.3128344,2.397389,-0.7282039,-0.8061509,0.61559415,0.6345898,0.6337953,-0.7641386,1.0204777,-2.2299685,1.0419118,0.4644434,-0.35056365,0.27182382,-0.37139198,0.9112949,1.4321673,-0.9733497,-2.580733,0.13872033,0.6533908,-0.48340592,3.116421,0.9176138,0.737146,0.4637611,-2.7962165,-0.038654294,-2.0897543,-1.352949,-1.6943444,1.2035555,0.93459296,-1.7618916,0.6361759,2.010391,0.44803062,-0.45717734,0.6382941,-2.04851,-1.3424808,-3.448506,0.7456895
business,-2.0794656,-0.9293658,-0.120453164,1.0873353,-0.12773792,-0.45940903,-1.4828945,1.570725,1.7144186,-0.11913933,-0.15584165,-1.2227954,-3.3650281,-0.5880694,-3.0881708,0.3654052,-0.48340943,-0.6394742,-1.0708725,-0.60904586,-1.0217457,-2.3157475,-2.1664236,2.1455028,0.03976478,-0.09198141,0.47481474,-0.48946103,0.79382104,0.12878925,-0.7973846,-0.52740085,0.88578564,-0.768675,0.7067963,1.0568672,1.0225697,-2.959307,0.13340636,1.1519247,-1.167226,-3.831316,1.7782209,0.38431323,-0.87023336,-0.026894547,0.15564984,-2.0451114,-2.5825155,-1.5419871
business,-0.6528363,-0.4984072,-0.72880906,-1.4404072,-0.85185724,0.020119006,-1.4528692,0.6203954,-0.052245844,0.4947336,-1.7714994,-1.5192825,-1.3240173,-0.18253006,-2.4199784,0.5104726,-0.86732167,0.60726887,-0.02660098,-0.866835,-0.42747265,0.68558216,-0.8092752,1.7094254,-1.7350341,-2.5741472,-1.4400434,-0.61917377,0.30366367,1.6381453,-0.64563864,0.63499516,-0.032572582,0.40329474,0.48721576,-0.29453623,-0.72176176,0.30267614,0.7360011,0.71881413,-0.64127326,-0.07038967,0.9419759,-0.98726994,0.0065453,0.6208139,0.5811286,-1.6720476,-0.41156578,1.3245733
business,0.41218844,-0.16909023,-0.70116246,0.97041655,0.44936228,1.906867,0.55291116,1.5868742,2.1586154,-0.16812994,-0.77668726,0.16137537,-1.1370038,-1.7475859,0.02419403,-0.5977267,0.54433066,0.2603691,-2.1156013,0.39419305,-1.5146719,1.0939972,0.34542894,1.2470894,-0.3696385,-4.4622903,-0.7748792,-2.1851187,-0.8701988,2.3547232,0.5420732,0.2479451,2.29384,-1.3611338,0.08656977,0.5726637,-0.7940278,-1.9291768,2.6597054,-0.1883026,-0.023471255,-0.23809227,1.1424456,0.23232575,0.38118455,0.7305103,-0.98815346,-1.2528279,-1.2745552,-1.5610902
business,0.62712127,1.0016015,0.49444106,-0.13753866,-1.3729464,1.1094397,-2.013825,0.4573166,-0.63545805,-1.5058979,-0.9978402,-1.0807941,-0.6390562,0.9622881,0.27032062,-0.017541561,-0.2393427,0.3446204,0.22523098,-1.907887,0.34208813,0.19981442,-0.46179688,2.696954,-0.37905335,-2.2346306,-0.2013046,-1.6787204,-0.27862418,2.1266143,-0.5866589,0.740922,1.5813428,-2.2998545,-0.98205924,0.0527372,-0.75258124,-1.8404628,1.2255436,1.1378942,-1.388928,0.3018972,-1.0265411,0.46303782,-0.07518158,0.4329504,-2.9187393,-2.0322905,-1.2339193,-0.40176108
business,1.7325207,-1.5277513,-0.77646506,-0.65121657,-1.5224282,-1.54491,-0.91221035,0.04626342,2.2084067,-0.26602244,-1.895354,-1.9007984,1.8735042,-0.53273785,-0.9385159,-2.4786127,1.4353878,-0.9147721,2.2636979,0.2001601,-0.39308727,1.6849359,1.4492598,1.1599936,-0.9737438,-1.4309561,-1.7856785,3.1828887,0.1107265,1.8776515,-0.38191432,1.0327195,0.124847926,-1.6074975,0.9799318,-1.619252,-1.2574996,0.5886897,0.96813214,2.337355,0.7077739,-0.85358554,1.9339038,1.6671956,0.99442124,-0.8745719,-0.09908963,-2.7059531,-3.0936737,1.5612849
business,0.4417669,-0.57700175,-1.0414591,-0.31359348,-0.4083506,1.9232688,-1.5559751,-0.5319461,0.39662707,0.8027612,-1.2723587,-0.47500598,-1.106767,-0.49384743,-1.9546751,-0.022268914,1.4735954,-0.2851351,-1.1632777,-0.74661463,-0.019064046,0.20871416,-0.2545487,1.231247,-1.0445215,-2.47066,-0.66191053,-0.46057972,-2.3964016,2.033066,0.6121883,0.6790328,0.4676577,-0.6927882,-0.102839865,0.3734078,0.20233499,-2.4862022,2.240488,1.2257476,-0.14257908,-1.0288879,2.790165,-1.4855975,1.547587,0.053032808,-1.9697968,-2.1326969,-1.0632406,1.1706351
