class,vec0,vec1,vec2,vec3,vec4,vec5,vec6,vec7,vec8,vec9,vec10,vec11,vec12,vec13,vec14,vec15,vec16,vec17,vec18,vec19,vec20,vec21,vec22,vec23,vec24,vec25,vec26,vec27,vec28,vec29,vec30,vec31,vec32,vec33,vec34,vec35,vec36,vec37,vec38,vec39,vec40,vec41,vec42,vec43,vec44,vec45,vec46,vec47,vec48,vec49
business,0.94420683,1.2445421,-0.4635658,-0.9242454,0.46509203,2.0274732,-0.18400308,0.20075497,0.22275092,0.81267154,-0.50876385,-0.66342986,-1.4884751,-0.0530746,-0.76657176,1.7193387,0.48112413,1.1277455,-0.9840161,0.30608016,-1.0682871,0.3873085,0.18140674,-0.3192723,-0.95655876,0.5666924,-0.025938096,0.67302513,1.0819438,-0.34337,-1.105833,0.22610298,-0.4695,0.90144694,0.7446929,-0.682815,0.60082823,-1.1367856,-0.1495409,2.0744238,0.0096768,-0.27893245,-0.37310088,0.51592314,-0.89323187,-1.0971866,0.15843098,-0.90755254,-0.7040061,0.4197967
business,0.36130238,0.97895956,0.34765875,-1.290422,3.5640488,0.59238,0.2711103,-0.86649024,0.2815594,0.9524024,-1.5201955,-0.8715461,-0.42167354,1.1557741,0.2281687,2.3753598,-1.2268035,-0.009824606,-0.504967,0.26868275,0.21398835,0.26655245,-0.4862797,-0.042445518,-1.00568,1.5416266,0.6352317,0.2626593,0.12299736,0.20069085,-1.2009724,-0.63705415,-0.32115507,-0.09966064,0.98841447,-1.0595596,-0.68265194,-0.5484046,1.358916,-0.7272302,0.9231656,0.028623905,-2.7299352,-1.2550533,-0.47458154,0.74533486,1.6755908,0.75901276,-1.6064236,0.82555467
business,0.43176055,1.2446861,-1.7487828,-0.9995521,0.9652215,0.86148113,0.88021344,-0.55323285,-0.30302224,0.6285399,-0.7027429,-1.3736974,-1.9253398,0.21557507,-1.3847677,2.0362716,1.1220706,0.50248665,-0.81425834,1.2889241,-0.5064902,1.5425225,1.337873,-0.4678441,-1.7298527,0.11469321,-0.7666916,0.43255773,0.8113614,-0.5534989,-2.0348432,-1.2421854,0.11326814,-0.7196087,0.7254703,-2.2444253,0.8134155,-0.22119127,0.4091583,-0.31567463,2.6954968,-2.4048727,-2.676626,-0.3058407,1.0395278,-0.5491081,1.2465976,-0.5760573,0.10824663,2.1347058
business,1.4361947,1.1159204,-0.59780574,-0.39836216,1.4097655,0.54605746,0.63531065,1.0470399,1.3397719,-0.30237544,0.20131199,-0.68919647,1.039936,-1.3981489,-0.37561148,1.0787643,-0.7945424,1.7634089,-0.5059095,-1.1652529,-1.7703241,-0.12550174,-0.42567754,-0.3560034,0.3610527,0.037809234,0.8138077,0.20081064,3.0484023,-0.89700353,-0.7771035,1.0592774,1.1222942,-0.41415727,-0.9015331,-0.10267675,0.013604519,-1.7724134,1.5993707,0.54870725,1.0422901,-0.9730781,-0.60031015,-2.6161885,-0.6561129,0.6006259,-0.1997309,-2.256133,-1.1661727,1.4140878
business,-0.66876453,0.74268943,-1.8989404,-0.8526374,0.5969791,2.6270528,0.013064165,-0.121739455,-0.70077425,-1.488849,-0.83649015,-2.2945523,-1.8048158,-0.0020390204,0.70666933,-0.2510158,-1.4612021,1.3432679,-1.8274448,1.5380217,-0.64239055,0.29671025,0.92499834,-1.0238985,0.6348172,-1.0130093,0.024603635,3.929956,3.2583518,1.2616801,-1.7418909,0.4019016,0.69034684,-0.27265427,0.04535733,-0.824044,-2.6344664,-1.5705632,0.40060237,-1.1808614,1.8172467,-2.6966887,0.21137822,-5.249015,4.774247,-0.1340511,1.0371397,2.3433638,-0.7632942,0.466954
business,0.49901724,-0.15970533,1.6094228,0.47140256,1.9306113,0.9015694,-0.41641805,-0.7461932,-0.063895255,0.82299423,-1.0510075,-0.603006,-1.2727151,1.8558443,0.57211226,2.096832,-0.48907974,0.913251,-1.1546563,-0.29985505,-0.36555904,0.08639386,0.03146076,0.09431494,-1.5764713,0.32723907,0.73784864,1.4860942,0.6407173,0.59167016,-0.1047796,-1.2406394,-1.8327756,-0.2157167,2.0360248,-1.3131393,-0.0023293449,0.4442393,1.1943527,0.6511947,1.4053364,-1.4567885,-1.1401395,-0.99534273,0.44212294,-0.9492724,-1.0900854,2.0693715,-1.09043,0.4289212
business,-0.20981841,1.3635808,-0.48509967,-1.0629625,1.7556095,1.1546738,-0.810424,-0.5102253,0.88522756,-0.20619223,-1.4661266,-0.05137704,-2.0983152,0.6837734,-0.52886194,1.7937207,-0.7539631,1.5486279,-1.3465335,1.4809289,-0.66414416,0.39862177,-0.07012551,0.34052253,-0.62800837,1.2720907,1.1120071,-0.5837593,1.6259995,0.18236345,-1.5626506,-0.5424313,0.8300805,-0.12564401,0.27132824,-1.0331798,0.26458752,-0.7102384,1.0129002,1.0288247,1.5349036,-1.0946028,-0.38957545,0.4834558,0.7010223,-0.014125633,1.2522576,0.00145595,-1.0035305,1.410394
business,0.112195015,-1.7347809,-0.55059975,-0.34418806,1.7104344,0.40553877,0.5078774,-0.4146065,-0.56531334,0.34621504,-0.35155368,-0.1412432,-1.0270182,1.2329872,-0.53812206,1.7489631,-0.10384366,-0.0134616345,-1.7410063,0.2163826,-1.5339683,0.90448403,-0.2384854,0.16453423,-1.5458536,0.71179175,1.3940779,0.1846125,-0.39120737,-0.89282626,-0.07044751,0.32871994,-1.1916515,0.547229,1.6654557,-1.2673874,0.81188434,-0.32294178,1.3943594,-0.31250075,0.80603975,-0.79390323,-2.5578642,-1.0404986,-0.06418562,0.4574094,-0.45830268,0.6054385,-0.49916142,0.5373448
business,-0.3319609,-0.45330474,-0.9114426,-0.9351174,2.1106415,0.24642901,-0.77554697,1.1290836,-0.6591654,0.44566453,-1.0710806,-0.08239971,-0.38503844,0.6412703,-0.1872337,1.6281809,-0.75355166,1.272976,-0.07506714,-0.48719352,-0.89174926,-0.21710622,-0.2642844,-0.32342723,-0.008948217,2.4778228,0.53828263,1.3507369,0.095676884,-0.039997008,-0.28988346,-0.47292885,0.62337637,0.75414854,1.5088629,-0.78541386,1.2348533,-1.189496,1.1455692,-1.1531382,1.780486,-0.99971086,-1.5990531,-2.4687424,0.7054036,1.0028155,-0.0010476335,-0.04790821,-0.34348074,2.185725
business,1.0328196,0.57545996,-1.0783124,1.1913376,2.5784993,3.128669,0.9144014,1.6991289,0.8492357,-1.1931683,-0.18115042,-1.5869248,1.71921,0.50672495,-0.30389532,-0.70348775,-2.4588594,0.5445084,-3.3058262,-2.4647007,1.3177586,-1.746267,2.9630342,0.17939846,-1.5874774,1.7084839,1.3270406,0.8609081,0.91038424,1.1759263,0.20908624,1.0796442,-1.2634822,-0.74235666,3.6392226,0.16141187,-2.2132037,1.1202282,-1.2211019,-0.65154845,-0.64246315,-0.727363,-0.92174953,-0.8333513,0.49577147,-2.1810694,-2.9565647,0.47398546,-2.1202908,2.3617954
business,0.6502844,0.5320218,0.41316453,-1.7934139,1.1292505,2.1488268,0.66071105,0.5175676,0.47427008,0.3029361,0.42145538,0.2750434,-0.14898668,1.2112399,-1.4322588,2.5756254,-0.3019672,1.0818855,0.0367924,2.282376,-1.0961659,1.8629127,-0.45832357,-0.82720685,-2.4751506,-0.06204576,0.62776065,-0.038582113,1.49899,-0.6102262,0.63541657,-0.6322625,-0.13769853,-0.7301408,-1.0457997,-0.7400311,1.6474265,-1.8645084,0.40365452,1.0929749,-0.33094665,-1.5647596,-0.4432562,-2.1589494,0.7262203,-1.7767345,0.09878141,-0.3747537,0.43444353,0.8640475
business,-0.7099772,0.004977401,0.94146603,0.016938865,1.6810008,0.55829114,-0.80038816,-0.1297506,1.5857004,-0.7800953,-2.2362075,-1.840562,0.10943354,0.33770925,-0.94610965,1.800303,-0.36421072,2.3399045,-1.4290951,-1.464739,-0.2413086,-0.35590088,1.4297545,1.0707879,-1.1710985,-0.60393673,-0.4452635,1.1451834,1.1732928,0.47799385,-0.40977305,-0.51278615,-0.7243462,-0.21739477,3.553736,-1.4989508,1.7641766,0.782327,1.3843968,1.0174493,0.24477892,-0.92803854,-0.82648796,-1.8099443,0.44036582,0.53236794,0.8453461,0.8283477,-1.1986783,1.0993584
business,-0.021270476,1.0362544,0.84587586,1.0581897,1.2733946,1.7916902,-0.54569435,0.07797167,0.11712666,1.2063639,-1.1588203,-1.3964577,0.70306057,0.91029066,0.3520706,0.24666049,-0.5249541,-1.0971146,-1.0333434,-0.0915339,-1.2503029,1.0498251,0.38126984,0.5929669,-2.5401015,0.7265,-0.18499258,1.4745721,1.0862298,0.26678598,-1.8397516,-0.751781,-1.0397207,0.05273533,1.9067749,-0.5899403,0.7464808,-0.3911084,1.5593573,0.93166554,0.0831736,0.22495694,-0.9298533,-1.0655409,0.4055249,-0.5702397,-0.55991316,0.98992115,-0.87952346,0.16883485
business,-0.6729753,0.036080517,-0.562761,-0.39305812,1.3067626,0.9557685,0.8725883,-1.658511,0.8727886,1.6876469,-0.8546693,-2.2499664,-1.5276533,1.3359207,-0.1351213,2.5316303,-0.57387716,-0.008614374,-0.6066858,-0.603076,-0.5439435,-0.41766506,0.44157627,0.13955645,-1.701539,0.12662679,-0.72619146,1.1138766,1.0255343,-0.38255793,-0.8087795,-0.35758048,-1.2007055,-0.034827914,2.6800478,0.16055636,0.7614495,0.27411062,0.79950213,1.2662896,0.6165595,-1.1644965,-1.7307113,-2.2426682,-0.44420096,0.47431645,0.25687233,2.2838511,-0.622615,2.0286798
business,-0.73377025,2.2559195,-0.4770139,-1.6292303,1.3301061,-1.541063,-1.4574218,-0.5323462,-0.1945992,-1.0379008,-0.79941607,-1.7036799,-3.5491085,1.2353781,-0.20175095,2.2987778,-1.8606399,1.7165112,0.22995551,1.4964932,0.21022557,-1.2120322,-0.70617145,-1.938121,-0.03464243,1.1381738,2.7348533,0.6535042,2.898054,-0.33219028,-1.3458974,-0.16736786,0.35428244,0.021792391,-0.19428906,-0.3108436,-1.113126,-0.14234418,1.3863908,-0.033627793,1.877903,-2.4242382,-1.5940214,0.92571014,-0.10727598,-0.017001644,2.3907568,2.127677,1.1161917,0.60564524
business,1.5490974,0.45850554,-1.055874,-0.50194216,1.0021957,1.4941977,0.8820463,0.59588337,1.5576628,0.8258294,0.19694647,-1.6241766,-0.9390462,1.9859794,-0.14434716,0.16235468,1.3192992,0.3376341,-1.9792892,1.0551156,0.68183655,0.74525326,1.370848,0.5265814,-0.5330019,0.06572265,0.43306118,0.7097247,0.27268997,1.0040017,-1.1913301,0.1352792,-0.7718962,0.39010653,0.25017616,-0.5729667,-0.40430292,1.222487,0.795823,1.739191,2.0500784,-1.351336,-0.98840576,-2.012901,1.0610373,-1.4070522,1.8048111,0.90099114,0.01408943,1.8788326
business,0.20357212,-0.6631584,-1.3400596,-0.8642284,1.4418044,0.014628524,-0.65712047,0.9560884,0.90084136,1.0382158,-0.8876985,0.5826748,-0.8614146,0.92643917,-1.295066,1.735474,-1.148316,0.5817765,-1.0934305,0.48046005,-1.1607705,0.04934204,-0.8370261,0.34171832,-1.9739157,0.96370184,1.411078,0.7185248,2.1346102,-0.5415584,-0.8669031,-0.10593191,1.5095092,0.6047982,0.63853157,-1.4015883,1.5836958,-1.1442615,1.0843751,0.50649285,1.8733096,-1.7536654,-0.2118751,-0.82527804,0.8263017,1.1352873,0.32774404,0.76169634,-0.014147183,1.2322611
business,-0.48305067,-0.2507015,0.80438966,0.06297769,1.5559577,1.2682567,-0.15772054,-0.17817977,0.6703676,1.6182894,-0.10038949,-1.3444198,-1.0958672,2.0235336,0.99587905,1.9863731,0.5471759,0.12818623,-0.57074505,-0.2154059,-1.3226392,1.2422357,-0.060864873,-0.38022837,-1.8669163,-0.3825115,0.5536278,0.93224835,1.6584646,-0.32730255,-0.5704995,-0.8226928,-0.58628035,-0.45145684,2.1693113,-0.11213069,0.046856698,-0.7680907,1.091039,0.70445716,0.8401609,-1.4132557,-1.997876,-1.5145297,1.244883,0.099716775,0.9957926,0.9015418,-0.80051,1.5634525
business,0.0043340097,0.80496615,0.20429403,-2.1998677,2.3510978,-1.3203458,-0.47997582,-0.051935494,0.37203646,-1.4603733,0.18094079,0.036758795,-1.8366184,1.7086841,-1.9904867,2.1058683,-0.989273,0.13917801,-0.5079813,-0.13008976,0.81788695,-1.3892796,-1.8602399,-1.5208751,0.85687816,0.90259904,0.41160226,1.1053196,2.8635852,-0.87020195,-1.3970057,0.8687114,0.37891796,1.0228102,0.974126,-1.1984545,1.0192814,0.026582183,1.433173,0.10362041,1.0846997,-1.5003622,-1.1181741,-1.6505419,2.2339792,-0.18545349,1.4616265,1.9638381,0.7869309,1.6334754
business,0.8633521,-0.0362403,1.9682248,0.3861296,1.558672,1.2758952,-0.3834919,0.5651725,0.8497835,1.5498976,-0.7362061,-1.4721645,-1.3274968,3.0764093,0.46320483,1.7741877,-0.19055748,-1.233201,-0.85567486,-1.1122801,-0.52064747,0.06226226,-0.16381693,1.0041283,-2.1662893,0.53900254,-0.6293904,2.3882008,1.03226,-0.6582859,-2.1414623,-2.6087873,-1.2141905,1.9639761,3.4626088,-0.8260678,1.3719963,-1.4245409,2.4126554,1.5949699,2.0666256,0.09184321,-1.2307442,-0.18509385,0.34877458,0.023084292,-0.048099566,1.3530432,-0.056328796,0.37436712
business,0.022225168,-0.9065972,-0.12924732,0.14302434,0.8470265,1.7749155,1.371991,-0.14616963,0.018825151,2.1302876,0.23972206,-0.9017714,-0.9473687,0.27663505,-0.96065027,0.4747873,-1.3495808,0.8525644,-1.5293556,-0.8466309,-2.0524747,0.91562897,-0.7532338,-1.4572262,-1.0330366,-0.42435542,-0.70707405,1.0172542,1.9124539,1.0842417,-0.72391874,-1.7148213,-0.56515837,-0.23212798,1.9165611,-1.5184997,0.79596907,-0.1968185,2.2283156,1.131996,0.796432,-1.2563847,-2.1769187,-1.508513,0.78648955,0.81307864,-0.28018185,0.051498637,-1.1057595,1.7220211
business,0.1752063,0.23044224,-0.68516827,-1.2319481,2.048922,0.76990014,-0.8612864,-0.23806876,1.0677828,-0.79574704,-0.7412685,-0.8521402,-1.1535851,-0.73109263,-1.9873933,1.8768384,-1.1647512,1.4291024,-2.0593004,2.5452843,-1.6646018,-0.7145332,-0.018288476,0.5418525,-1.5616548,-0.062463332,0.6634689,-0.11783027,0.940525,0.0136480965,-0.38078532,-0.15722385,1.229865,1.1052363,1.0127672,-0.14230718,1.5467656,-1.9620997,1.4563178,-0.33644915,2.6249514,-1.070545,-3.3796813,-0.04287728,1.0547683,0.372648,-0.4023693,-0.09358627,0.20714258,2.5645907
business,1.2729616,0.104938366,0.047756657,-0.7088616,3.200298,0.83866227,-0.848585,-0.09506134,0.21796621,0.46928945,-1.8199301,-0.036753412,-0.3453323,1.5923761,-0.7401832,1.2164862,-0.48368955,-0.2279971,0.15225072,-1.2570952,0.3937651,0.23214848,0.13776684,-0.78371483,-0.6478006,1.9664538,1.6365714,0.7864493,0.7305735,-0.14347024,-0.08991833,-0.9672492,-0.10622432,1.0524013,1.5528499,-0.43542036,-0.005982468,0.85219014,1.5772433,-0.40644205,0.9040707,0.1294119,-0.71918947,-1.5614107,-0.72892314,-0.34057778,0.6274008,0.51407415,-0.3932878,1.511152
business,-0.112499885,1.035452,-0.83392835,-0.5458894,1.8852485,-0.101686195,0.92082185,0.6866479,-0.19744274,-0.37966815,-2.488596,-0.43692654,-1.1304322,-1.9719448,-0.30113396,2.2661736,-0.9263825,0.5189236,-1.4876179,0.34813344,-0.6237709,0.59369415,-0.49121612,0.36989692,-1.8453717,0.21963356,-0.6984857,-0.016800443,1.0744531,0.5015938,-1.185694,0.430113,0.6556746,-0.21221277,1.2809398,0.2549615,-0.11471522,-1.296704,2.4052553,1.1294438,1.6258582,-1.2516799,-2.041276,-1.0810891,0.6224233,0.76889396,0.7038632,-0.47102678,-0.544178,1.730874
business,-0.030660925,0.4424001,-0.050312728,-1.837782,0.8581344,1.1353246,-0.3788369,0.64891064,0.63990283,-0.010283594,-1.449743,0.07843608,-0.28178176,0.76549053,-0.11875434,1.487892,-0.31232563,-0.22147936,-0.36138606,0.5929439,-0.906159,1.3525229,-0.15281661,0.2198421,-0.66804636,0.6601543,-0.036023557,0.45195335,0.90637076,0.11057407,-0.8264883,-1.1767967,0.19749509,-0.046914186,0.81422454,-1.2355325,1.0795616,-0.14032696,1.5148013,1.9936016,1.8223362,-1.0013018,-1.0520924,-1.3172885,0.19921552,-0.37345615,0.69688946,-0.7504526,0.65635103,1.1987164
business,-1.3075213,2.3931553,-1.0676924,-0.19467244,1.1854917,0.75909096,-1.3319393,-0.42042992,1.6410489,0.42477062,0.7831565,-1.1371874,-0.614891,0.86132324,0.4407636,0.79743963,-2.810746,1.0953258,-0.2856189,-0.7814515,-0.24031374,-0.6737993,-0.07897374,-0.41767505,-1.4501388,1.1318685,0.37899676,1.0834771,2.3798532,0.5901481,-1.4420382,-0.6027139,0.91862476,-1.0836838,1.8013946,-0.4279288,-0.2965589,-0.66059554,0.62585354,0.0855808,2.1916888,-2.3939652,-0.18411638,-3.07157,1.5940737,0.43699545,1.5732454,0.4857621,0.3369848,1.4365516
business,-1.028499,-1.3122101,0.12418878,-2.825188,2.1939902,0.79863507,-2.0710623,1.4646512,-0.13688903,-1.568583,-0.3647476,0.64207613,-2.5491896,1.4823073,-1.2256103,1.8894895,-0.33112904,1.8262441,-2.8025925,0.4640331,0.27320477,-0.17602578,-0.66783273,-0.5476664,-0.89782053,0.09989625,0.83950245,-1.6147038,1.8196517,0.123096645,-0.9855281,1.3590084,0.593423,2.0107186,-0.34477887,-1.496779,0.8972338,0.34364533,-0.025266487,2.4927104,0.8230995,-0.8863914,-1.4806472,-0.09356131,-0.1723045,0.024590932,0.9946396,-0.0631741,-0.59596986,1.5282323
business,0.62782043,0.8852261,-1.0105382,-0.56714,2.2542593,1.3048269,-0.06107995,-0.22885284,-0.12802845,1.1526392,-0.6121314,-0.73989314,-1.9239923,-0.070898205,-0.7394493,0.9063206,-0.27084532,-1.3036214,-0.29527888,0.17495047,0.3325021,1.0055219,-0.21697403,0.23100999,-1.3048086,0.3148531,0.5318967,0.0065729287,0.3593559,-0.09065379,-0.36323643,-0.949111,0.2187404,-0.26110432,1.3184985,-0.77957684,0.811639,0.08830834,0.84662294,1.2712379,-0.18105339,-0.81647456,-1.6290952,-1.6299193,-0.07831168,0.45622388,0.32722965,-0.45439228,-0.04118466,0.92213863
business,-0.08822366,0.89090693,-0.5244251,-1.680942,0.9525107,0.4625724,0.2991075,-0.34760126,0.6754048,0.799159,-0.864698,-0.68186694,-0.6714352,0.6345251,-0.5856843,2.6353252,-0.79131037,-0.15072636,-1.7176403,0.8254587,-2.3688416,0.64177877,-0.44379565,-0.22266047,-0.7151544,0.43810666,1.036669,-0.7712399,1.1258174,-1.002583,-0.67761505,-0.26967278,1.8147016,0.3721447,0.6730804,-0.16644244,0.08857559,0.080232665,1.5349746,0.057716336,2.0897346,-1.2228334,-1.9213166,-2.32635,1.6931123,0.69690895,-0.8954245,0.68550116,0.20674989,2.5715187
business,-0.6922062,0.6261516,-0.937534,-0.09956149,1.006018,1.2440641,0.77307355,0.85756016,0.8705745,1.0531195,-0.010569443,-0.8532814,-1.1664182,-0.26789078,-0.68419707,2.5637147,-1.1653047,0.41811866,-1.0338355,0.6911909,-1.4939033,0.34491163,-0.029491052,-0.3626168,-1.0709351,-0.45734248,-0.46524322,0.572155,-0.29836428,0.23751605,-1.5743837,-0.7980019,0.99094105,-1.1213316,0.20574221,-1.5954753,0.51710683,-0.105474904,1.0809581,0.31487796,0.9037957,-1.3901672,-1.271679,-1.7241566,1.6534123,0.24695215,1.2496507,-2.0512292,0.27540398,0.41204655
business,0.15289524,-0.15644455,1.0494124,0.018277336,3.781832,0.31905964,0.061320033,-0.45043954,1.3257854,0.048858255,-1.6990652,-1.0622047,-1.0449402,1.5876324,0.31171724,1.9427679,-0.4246164,-0.22082114,0.6586874,-0.6859593,0.5449378,0.26803902,0.5256024,-0.35324013,-1.4286394,0.33983317,-0.05268909,2.6031604,1.7631148,0.008271872,-0.16769111,-2.3073366,-0.6681475,0.14138147,3.5657575,0.16275045,-0.2916199,0.215913,1.4776249,1.2085751,0.9634786,0.08162206,-0.3377607,-2.0921152,2.0982401,-0.760263,1.2330867,0.15618308,-0.94316936,1.338445
business,-0.5894396,-0.10979024,0.40757197,-0.63640136,2.1158657,0.8789941,-0.84643495,-0.6889326,0.76412547,1.796839,-1.4461786,-0.48666665,-0.8171892,1.3152994,-1.1480798,1.8793228,-1.3380055,-0.4083571,-0.9585504,0.7445675,-1.1343747,1.0006033,0.03814198,-0.05201565,-2.469856,0.09419389,0.85992235,0.6801833,1.2514199,-0.58106744,-0.24050161,-0.13107586,1.28604,-1.1464902,0.84039176,-1.1650693,0.9491735,-0.42734483,1.1001168,0.28490776,1.3453716,-1.5421671,-1.1476891,-0.8720898,-0.03456385,0.21105273,1.0193939,0.002960812,0.45337492,-0.44247952
